SEER_Draw	Stage	Sex	Lower	Upper	Index	alive_start	died	lost	css_i	css_c
Gallbladder	I	Male	40	44	112	7	0	1	1	0.700320512820513
Gallbladder	I	Male	40	44	113	6	0	1	1	0.700320512820513
Gallbladder	I	Male	40	44	114	5	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	115	5	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	116	5	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	117	5	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	118	5	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	119	5	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	120	5	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	121	5	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	122	5	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	123	5	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	124	5	0	1	1	0.700320512820513
Gallbladder	I	Male	40	44	125	4	0	1	1	0.700320512820513
Gallbladder	I	Male	40	44	126	3	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	127	3	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	128	3	0	1	1	0.700320512820513
Gallbladder	I	Male	40	44	129	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	130	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	131	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	132	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	133	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	134	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	135	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	136	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	137	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	138	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	139	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	140	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	141	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	142	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	143	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	144	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	145	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	146	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	147	2	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	148	2	0	1	1	0.700320512820513
Gallbladder	I	Male	40	44	149	1	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	150	1	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	151	1	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	152	1	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	153	1	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	154	1	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	155	1	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	156	1	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	157	1	0	1	1	0.700320512820513
Gallbladder	I	Male	40	44	158	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	159	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	160	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	161	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	162	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	163	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	164	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	165	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	166	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	167	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	168	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	169	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	170	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	171	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	172	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	173	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	174	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	175	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	176	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	177	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	178	0	0	0	1	0.700320512820513
Gallbladder	I	Male	40	44	179	0	0	0	1	0.700320512820513
Gallbladder	I	Male	45	49	1	63	0	2	1	1
Gallbladder	I	Male	45	49	2	61	1	1	0.9836065573770492	0.9836065573770492
Gallbladder	I	Male	45	49	3	59	4	0	0.9322033898305084	0.9169213670464017
Gallbladder	I	Male	45	49	4	55	1	0	0.9818181818181818	0.9002500694637399
Gallbladder	I	Male	45	49	5	54	4	1	0.9259259259259259	0.8335648791330925
Gallbladder	I	Male	45	49	6	49	0	1	1	0.8335648791330925
Gallbladder	I	Male	45	49	7	48	0	0	1	0.8335648791330925
Gallbladder	I	Male	45	49	8	48	0	0	1	0.8335648791330925
Gallbladder	I	Male	45	49	9	48	1	0	0.9791666666666666	0.816198944151153
Gallbladder	I	Male	45	49	10	47	0	0	1	0.816198944151153
Gallbladder	I	Male	45	49	11	47	0	0	1	0.816198944151153
Gallbladder	I	Male	45	49	12	47	0	0	1	0.816198944151153
Gallbladder	I	Male	45	49	13	47	0	0	1	0.816198944151153
Gallbladder	I	Male	45	49	14	47	1	0	0.9787234042553191	0.7988330091692135
Gallbladder	I	Male	45	49	15	46	0	0	1	0.7988330091692135
Gallbladder	I	Male	45	49	16	46	0	0	1	0.7988330091692135
Gallbladder	I	Male	45	49	17	46	1	0	0.9782608695652174	0.7814670741872741
Gallbladder	I	Male	45	49	18	45	0	0	1	0.7814670741872741
Gallbladder	I	Male	45	49	19	45	1	0	0.9777777777777777	0.7641011392053347
Gallbladder	I	Male	45	49	20	44	0	0	1	0.7641011392053347
Gallbladder	I	Male	45	49	21	44	0	1	1	0.7641011392053347
Gallbladder	I	Male	45	49	22	43	0	0	1	0.7641011392053347
Gallbladder	I	Male	45	49	23	43	1	0	0.9767441860465116	0.7463313452703269
Gallbladder	I	Male	45	49	24	42	0	0	1	0.7463313452703269
Gallbladder	I	Male	45	49	25	42	0	0	1	0.7463313452703269
Gallbladder	I	Male	45	49	26	42	0	0	1	0.7463313452703269
Gallbladder	I	Male	45	49	27	42	1	0	0.9761904761904762	0.7285615513353191
Gallbladder	I	Male	45	49	28	41	0	1	1	0.7285615513353191
Gallbladder	I	Male	45	49	29	40	0	0	1	0.7285615513353191
Gallbladder	I	Male	45	49	30	40	0	0	1	0.7285615513353191
Gallbladder	I	Male	45	49	31	40	1	0	0.975	0.7103475125519361
Gallbladder	I	Male	45	49	32	39	0	0	1	0.7103475125519361
Gallbladder	I	Male	45	49	33	39	0	0	1	0.7103475125519361
Gallbladder	I	Male	45	49	34	39	0	0	1	0.7103475125519361
Gallbladder	I	Male	45	49	35	39	0	0	1	0.7103475125519361
Gallbladder	I	Male	45	49	36	39	0	0	1	0.7103475125519361
Gallbladder	I	Male	45	49	37	39	0	0	1	0.7103475125519361
Gallbladder	I	Male	45	49	38	39	1	0	0.9743589743589743	0.692133473768553
Gallbladder	I	Male	45	49	39	38	0	0	1	0.692133473768553
Gallbladder	I	Male	45	49	40	38	1	0	0.9736842105263158	0.6739194349851702
Gallbladder	I	Male	45	49	41	37	0	0	1	0.6739194349851702
Gallbladder	I	Male	45	49	42	37	0	0	1	0.6739194349851702
Gallbladder	I	Male	45	49	43	37	0	0	1	0.6739194349851702
Gallbladder	I	Male	45	49	44	37	1	0	0.972972972972973	0.6557053962017872
Gallbladder	I	Male	45	49	45	36	0	0	1	0.6557053962017872
Gallbladder	I	Male	45	49	46	36	0	0	1	0.6557053962017872
Gallbladder	I	Male	45	49	47	36	1	0	0.9722222222222222	0.6374913574184042
Gallbladder	I	Male	45	49	48	35	0	0	1	0.6374913574184042
Gallbladder	I	Male	45	49	49	35	0	0	1	0.6374913574184042
Gallbladder	I	Male	45	49	50	35	0	0	1	0.6374913574184042
Gallbladder	I	Male	45	49	51	35	0	0	1	0.6374913574184042
Gallbladder	I	Male	45	49	52	35	0	0	1	0.6374913574184042
Gallbladder	I	Male	45	49	53	35	0	0	1	0.6374913574184042
Gallbladder	I	Male	45	49	54	35	0	0	1	0.6374913574184042
Gallbladder	I	Male	45	49	55	35	0	0	1	0.6374913574184042
Gallbladder	I	Male	45	49	56	35	0	0	1	0.6374913574184042
Gallbladder	I	Male	45	49	57	35	1	0	0.9714285714285714	0.6192773186350212
Gallbladder	I	Male	45	49	58	34	0	0	1	0.6192773186350212
Gallbladder	I	Male	45	49	59	34	0	0	1	0.6192773186350212
Gallbladder	I	Male	45	49	60	34	0	0	1	0.6192773186350212
Gallbladder	I	Male	45	49	61	34	0	0	1	0.6192773186350212
Gallbladder	I	Male	45	49	62	34	0	0	1	0.6192773186350212
Gallbladder	I	Male	45	49	63	34	0	0	1	0.6192773186350212
Gallbladder	I	Male	45	49	64	34	0	0	1	0.6192773186350212
Gallbladder	I	Male	45	49	65	34	0	0	1	0.6192773186350212
Gallbladder	I	Male	45	49	66	34	0	2	1	0.6192773186350212
Gallbladder	I	Male	45	49	67	32	0	1	1	0.6192773186350212
Gallbladder	I	Male	45	49	68	31	1	0	0.967741935483871	0.5993006309371174
Gallbladder	I	Male	45	49	69	30	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	70	30	0	1	1	0.5993006309371174
Gallbladder	I	Male	45	49	71	29	0	1	1	0.5993006309371174
Gallbladder	I	Male	45	49	72	28	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	73	28	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	74	28	0	1	1	0.5993006309371174
Gallbladder	I	Male	45	49	75	27	0	1	1	0.5993006309371174
Gallbladder	I	Male	45	49	76	26	0	1	1	0.5993006309371174
Gallbladder	I	Male	45	49	77	25	0	1	1	0.5993006309371174
Gallbladder	I	Male	45	49	78	24	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	79	24	0	2	1	0.5993006309371174
Gallbladder	I	Male	45	49	80	22	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	81	22	0	1	1	0.5993006309371174
Gallbladder	I	Male	45	49	82	21	0	1	1	0.5993006309371174
Gallbladder	I	Male	45	49	83	20	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	84	20	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	85	20	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	86	20	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	87	20	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	88	20	0	1	1	0.5993006309371174
Gallbladder	I	Male	45	49	89	19	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	90	19	0	1	1	0.5993006309371174
Gallbladder	I	Male	45	49	91	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	92	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	93	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	94	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	95	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	96	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	97	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	98	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	99	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	100	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	101	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	102	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	103	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	104	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	105	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	106	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	107	18	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	108	18	0	1	1	0.5993006309371174
Gallbladder	I	Male	45	49	109	17	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	110	17	0	2	1	0.5993006309371174
Gallbladder	I	Male	45	49	111	15	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	112	15	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	113	15	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	114	15	0	2	1	0.5993006309371174
Gallbladder	I	Male	45	49	115	13	0	1	1	0.5993006309371174
Gallbladder	I	Male	45	49	116	12	0	2	1	0.5993006309371174
Gallbladder	I	Male	45	49	117	10	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	118	10	0	1	1	0.5993006309371174
Gallbladder	I	Male	45	49	119	9	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	120	9	0	2	1	0.5993006309371174
Gallbladder	I	Male	45	49	121	7	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	122	7	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	123	7	0	1	1	0.5993006309371174
Gallbladder	I	Male	45	49	124	6	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	125	6	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	126	6	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	127	6	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	128	6	0	1	1	0.5993006309371174
Gallbladder	I	Male	45	49	129	5	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	130	5	0	0	1	0.5993006309371174
Gallbladder	I	Male	45	49	131	5	1	0	0.8	0.4794405047496939
Gallbladder	I	Male	45	49	132	4	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	133	4	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	134	4	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	135	4	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	136	4	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	137	4	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	138	4	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	139	4	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	140	4	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	141	4	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	142	4	0	1	1	0.4794405047496939
Gallbladder	I	Male	45	49	143	3	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	144	3	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	145	3	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	146	3	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	147	3	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	148	3	0	1	1	0.4794405047496939
Gallbladder	I	Male	45	49	149	2	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	150	2	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	151	2	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	152	2	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	153	2	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	154	2	0	1	1	0.4794405047496939
Gallbladder	I	Male	45	49	155	1	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	156	1	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	157	1	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	158	1	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	159	1	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	160	1	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	161	1	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	162	1	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	163	1	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	164	1	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	165	1	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	166	1	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	167	1	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	168	1	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	169	1	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	170	1	0	1	1	0.4794405047496939
Gallbladder	I	Male	45	49	171	0	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	172	0	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	173	0	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	174	0	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	175	0	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	176	0	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	177	0	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	178	0	0	0	1	0.4794405047496939
Gallbladder	I	Male	45	49	179	0	0	0	1	0.4794405047496939
Gallbladder	I	Male	50	54	1	122	0	3	1	1
Gallbladder	I	Male	50	54	2	119	2	1	0.9831932773109243	0.9831932773109243
Gallbladder	I	Male	50	54	3	116	4	1	0.9655172413793104	0.949290060851927
Gallbladder	I	Male	50	54	4	111	1	1	0.990990990990991	0.9407378981415492
Gallbladder	I	Male	50	54	5	109	4	1	0.963302752293578	0.90621540646663
Gallbladder	I	Male	50	54	6	104	0	0	1	0.90621540646663
Gallbladder	I	Male	50	54	7	104	1	0	0.9903846153846154	0.8975017967890663
Gallbladder	I	Male	50	54	8	103	1	0	0.9902912621359223	0.8887881871115025
Gallbladder	I	Male	50	54	9	102	0	1	1	0.8887881871115025
Gallbladder	I	Male	50	54	10	101	1	0	0.9900990099009901	0.8799883040707945
Gallbladder	I	Male	50	54	11	100	0	0	1	0.8799883040707945
Gallbladder	I	Male	50	54	12	100	2	0	0.98	0.8623885379893786
Gallbladder	I	Male	50	54	13	98	0	0	1	0.8623885379893786
Gallbladder	I	Male	50	54	14	98	0	0	1	0.8623885379893786
Gallbladder	I	Male	50	54	15	98	2	0	0.9795918367346939	0.8447887719079628
Gallbladder	I	Male	50	54	16	96	1	0	0.9895833333333334	0.8359888888672549
Gallbladder	I	Male	50	54	17	95	1	0	0.9894736842105263	0.8271890058265469
Gallbladder	I	Male	50	54	18	94	0	0	1	0.8271890058265469
Gallbladder	I	Male	50	54	19	94	0	0	1	0.8271890058265469
Gallbladder	I	Male	50	54	20	94	1	0	0.9893617021276596	0.818389122785839
Gallbladder	I	Male	50	54	21	93	0	1	1	0.818389122785839
Gallbladder	I	Male	50	54	22	92	0	0	1	0.818389122785839
Gallbladder	I	Male	50	54	23	92	1	0	0.9891304347826086	0.8094935888425145
Gallbladder	I	Male	50	54	24	91	0	0	1	0.8094935888425145
Gallbladder	I	Male	50	54	25	91	0	1	1	0.8094935888425145
Gallbladder	I	Male	50	54	26	90	1	0	0.9888888888888889	0.8004992156331533
Gallbladder	I	Male	50	54	27	89	1	1	0.9887640449438202	0.791504842423792
Gallbladder	I	Male	50	54	28	87	0	0	1	0.791504842423792
Gallbladder	I	Male	50	54	29	87	0	0	1	0.791504842423792
Gallbladder	I	Male	50	54	30	87	0	0	1	0.791504842423792
Gallbladder	I	Male	50	54	31	87	0	0	1	0.791504842423792
Gallbladder	I	Male	50	54	32	87	1	0	0.9885057471264368	0.78240708561432315
Gallbladder	I	Male	50	54	33	86	0	0	1	0.78240708561432315
Gallbladder	I	Male	50	54	34	86	0	0	1	0.78240708561432315
Gallbladder	I	Male	50	54	35	86	1	0	0.9883720930232558	0.7733093288048543
Gallbladder	I	Male	50	54	36	85	0	0	1	0.7733093288048543
Gallbladder	I	Male	50	54	37	85	0	0	1	0.7733093288048543
Gallbladder	I	Male	50	54	38	85	0	0	1	0.7733093288048543
Gallbladder	I	Male	50	54	39	85	1	0	0.9882352941176471	0.7642115719953855
Gallbladder	I	Male	50	54	40	84	0	0	1	0.7642115719953855
Gallbladder	I	Male	50	54	41	84	1	0	0.9880952380952381	0.7551138151859166
Gallbladder	I	Male	50	54	42	83	0	0	1	0.7551138151859166
Gallbladder	I	Male	50	54	43	83	1	0	0.9879518072289156	0.7460160583764477
Gallbladder	I	Male	50	54	44	82	1	1	0.9878048780487805	0.7369183015669788
Gallbladder	I	Male	50	54	45	80	1	1	0.9875	0.7277068227973916
Gallbladder	I	Male	50	54	46	78	1	0	0.9871794871794872	0.718377248146143
Gallbladder	I	Male	50	54	47	77	0	0	1	0.718377248146143
Gallbladder	I	Male	50	54	48	77	0	0	1	0.718377248146143
Gallbladder	I	Male	50	54	49	77	0	0	1	0.718377248146143
Gallbladder	I	Male	50	54	50	77	1	0	0.987012987012987	0.7090476734948944
Gallbladder	I	Male	50	54	51	76	1	0	0.9868421052631579	0.6997180988436458
Gallbladder	I	Male	50	54	52	75	0	0	1	0.6997180988436458
Gallbladder	I	Male	50	54	53	75	2	0	0.9733333333333334	0.6810589495411487
Gallbladder	I	Male	50	54	54	73	3	0	0.9589041095890412	0.6530702255874028
Gallbladder	I	Male	50	54	55	70	0	0	1	0.6530702255874028
Gallbladder	I	Male	50	54	56	70	1	0	0.9857142857142858	0.6437406509361542
Gallbladder	I	Male	50	54	57	69	0	0	1	0.6437406509361542
Gallbladder	I	Male	50	54	58	69	0	0	1	0.6437406509361542
Gallbladder	I	Male	50	54	59	69	0	0	1	0.6437406509361542
Gallbladder	I	Male	50	54	60	69	0	0	1	0.6437406509361542
Gallbladder	I	Male	50	54	61	69	1	0	0.9855072463768116	0.6344110762849057
Gallbladder	I	Male	50	54	62	68	0	0	1	0.6344110762849057
Gallbladder	I	Male	50	54	63	68	1	2	0.9852941176470589	0.625081501633657
Gallbladder	I	Male	50	54	64	65	0	0	1	0.625081501633657
Gallbladder	I	Male	50	54	65	65	1	0	0.9846153846153847	0.6154648631469855
Gallbladder	I	Male	50	54	66	64	0	0	1	0.6154648631469855
Gallbladder	I	Male	50	54	67	64	0	0	1	0.6154648631469855
Gallbladder	I	Male	50	54	68	64	0	0	1	0.6154648631469855
Gallbladder	I	Male	50	54	69	64	0	0	1	0.6154648631469855
Gallbladder	I	Male	50	54	70	64	0	0	1	0.6154648631469855
Gallbladder	I	Male	50	54	71	64	1	0	0.984375	0.6058482246603138
Gallbladder	I	Male	50	54	72	63	1	1	0.9841269841269842	0.5962315861736422
Gallbladder	I	Male	50	54	73	61	0	0	1	0.5962315861736422
Gallbladder	I	Male	50	54	74	61	0	0	1	0.5962315861736422
Gallbladder	I	Male	50	54	75	61	0	0	1	0.5962315861736422
Gallbladder	I	Male	50	54	76	61	0	2	1	0.5962315861736422
Gallbladder	I	Male	50	54	77	59	0	1	1	0.5962315861736422
Gallbladder	I	Male	50	54	78	58	0	2	1	0.5962315861736422
Gallbladder	I	Male	50	54	79	56	0	0	1	0.5962315861736422
Gallbladder	I	Male	50	54	80	56	0	0	1	0.5962315861736422
Gallbladder	I	Male	50	54	81	56	0	2	1	0.5962315861736422
Gallbladder	I	Male	50	54	82	54	0	1	1	0.5962315861736422
Gallbladder	I	Male	50	54	83	53	0	0	1	0.5962315861736422
Gallbladder	I	Male	50	54	84	53	0	1	1	0.5962315861736422
Gallbladder	I	Male	50	54	85	52	0	0	1	0.5962315861736422
Gallbladder	I	Male	50	54	86	52	0	1	1	0.5962315861736422
Gallbladder	I	Male	50	54	87	51	0	0	1	0.5962315861736422
Gallbladder	I	Male	50	54	88	51	0	2	1	0.5962315861736422
Gallbladder	I	Male	50	54	89	49	0	1	1	0.5962315861736422
Gallbladder	I	Male	50	54	90	48	0	2	1	0.5962315861736422
Gallbladder	I	Male	50	54	91	46	1	3	0.9782608695652174	0.5832700299524761
Gallbladder	I	Male	50	54	92	42	0	3	1	0.5832700299524761
Gallbladder	I	Male	50	54	93	39	1	3	0.9743589743589743	0.5683143881588228
Gallbladder	I	Male	50	54	94	35	0	2	1	0.5683143881588228
Gallbladder	I	Male	50	54	95	33	0	0	1	0.5683143881588228
Gallbladder	I	Male	50	54	96	33	0	0	1	0.5683143881588228
Gallbladder	I	Male	50	54	97	33	0	0	1	0.5683143881588228
Gallbladder	I	Male	50	54	98	33	0	0	1	0.5683143881588228
Gallbladder	I	Male	50	54	99	33	0	2	1	0.5683143881588228
Gallbladder	I	Male	50	54	100	31	0	0	1	0.5683143881588228
Gallbladder	I	Male	50	54	101	31	0	1	1	0.5683143881588228
Gallbladder	I	Male	50	54	102	30	0	0	1	0.5683143881588228
Gallbladder	I	Male	50	54	103	30	0	0	1	0.5683143881588228
Gallbladder	I	Male	50	54	104	30	0	0	1	0.5683143881588228
Gallbladder	I	Male	50	54	105	30	0	1	1	0.5683143881588228
Gallbladder	I	Male	50	54	106	29	1	0	0.9655172413793104	0.5487173402912773
Gallbladder	I	Male	50	54	107	28	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	108	28	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	109	28	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	110	28	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	111	28	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	112	28	0	1	1	0.5487173402912773
Gallbladder	I	Male	50	54	113	27	0	1	1	0.5487173402912773
Gallbladder	I	Male	50	54	114	26	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	115	26	0	3	1	0.5487173402912773
Gallbladder	I	Male	50	54	116	23	0	2	1	0.5487173402912773
Gallbladder	I	Male	50	54	117	21	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	118	21	0	1	1	0.5487173402912773
Gallbladder	I	Male	50	54	119	20	0	2	1	0.5487173402912773
Gallbladder	I	Male	50	54	120	18	0	1	1	0.5487173402912773
Gallbladder	I	Male	50	54	121	17	0	3	1	0.5487173402912773
Gallbladder	I	Male	50	54	122	14	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	123	14	0	1	1	0.5487173402912773
Gallbladder	I	Male	50	54	124	13	0	1	1	0.5487173402912773
Gallbladder	I	Male	50	54	125	12	0	1	1	0.5487173402912773
Gallbladder	I	Male	50	54	126	11	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	127	11	0	2	1	0.5487173402912773
Gallbladder	I	Male	50	54	128	9	0	1	1	0.5487173402912773
Gallbladder	I	Male	50	54	129	8	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	130	8	0	2	1	0.5487173402912773
Gallbladder	I	Male	50	54	131	6	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	132	6	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	133	6	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	134	6	0	1	1	0.5487173402912773
Gallbladder	I	Male	50	54	135	5	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	136	5	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	137	5	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	138	5	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	139	5	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	140	5	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	141	5	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	142	5	0	1	1	0.5487173402912773
Gallbladder	I	Male	50	54	143	4	0	0	1	0.5487173402912773
Gallbladder	I	Male	50	54	144	4	0	0	1	0.5487173402912773
